cik,ticker,accession,form,filing_date,period_of_report,doc_type,exhibit_label,document,doc_url
0001646972,ACI,0001646972-25-000007,8-K,2025-01-08,2025-01-08,exhibit,EX-99.1,aciq324earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000007/aciq324earningsrelease.htm
0001646972,ACI,0001646972-25-000008,10-Q,2025-01-08,2024-11-30,primary,,aci-20241130.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000008/aci-20241130.htm
0001646972,ACI,0001646972-24-000231,8-K,2024-12-11,2024-12-10,primary,,aci-20241210.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000231/aci-20241210.htm
0001646972,ACI,0001646972-24-000229,8-K,2024-10-28,2024-10-22,primary,,aci-20241022.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000229/aci-20241022.htm
0001646972,ACI,0001646972-24-000224,8-K,2024-10-15,2024-10-15,primary,,aci-20241015.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000224/aci-20241015.htm
0001646972,ACI,0001646972-24-000224,8-K,2024-10-15,2024-10-15,exhibit,EX-99.1,aciq224earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000224/aciq224earningsrelease.htm
0001646972,ACI,0001646972-24-000225,10-Q,2024-10-15,2024-09-07,primary,,aci-20240907.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000225/aci-20240907.htm
0001646972,ACI,0001646972-24-000172,8-K,2024-08-13,2024-08-08,primary,,aci-20240808.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000172/aci-20240808.htm
0001646972,ACI,0001646972-24-000164,8-K,2024-07-23,2024-07-23,primary,,aci-20240723.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000164/aci-20240723.htm
0001646972,ACI,0001646972-24-000164,8-K,2024-07-23,2024-07-23,exhibit,EX-99.1,aciq124earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000164/aciq124earningsrelease.htm
0001646972,ACI,0001646972-24-000165,10-Q,2024-07-23,2024-06-15,primary,,aci-20240615.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000165/aci-20240615.htm
0001646972,ACI,0001646972-24-000059,8-K,2024-04-22,2024-04-22,primary,,aci-20240422.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000059/aci-20240422.htm
0001646972,ACI,0001646972-24-000059,8-K,2024-04-22,2024-04-22,exhibit,EX-99.1,aciq423earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000059/aciq423earningsrelease.htm
0001646972,ACI,0001646972-24-000063,8-K,2024-04-22,2024-04-22,primary,,aci-20240422.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000063/aci-20240422.htm
0001646972,ACI,0001646972-24-000063,8-K,2024-04-22,2024-04-22,exhibit,EX-99.1,ex991aprildivestiturerelea.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000063/ex991aprildivestiturerelea.htm
0001646972,ACI,0001646972-24-000006,8-K,2024-01-09,2024-01-09,primary,,aci-20240109.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000006/aci-20240109.htm
0001646972,ACI,0001646972-24-000006,8-K,2024-01-09,2024-01-09,exhibit,EX-99.1,aciq323earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000006/aciq323earningsrelease.htm
0001646972,ACI,0001646972-24-000009,10-Q,2024-01-09,2023-12-02,primary,,aci-20231202.htm,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000009/aci-20231202.htm
0001423689,AGNC,0001423689-26-000135,8-K,2026-09-11,2026-09-11,primary,,agnc-20260911.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000135/agnc-20260911.htm
0001423689,AGNC,0001423689-26-000128,10-Q,2026-07-31,2026-06-30,primary,,agnc-20260630.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000128/agnc-20260630.htm
0001423689,AGNC,0001423689-26-000124,8-K,2026-07-20,2026-07-20,primary,,agnc-20260720.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000124/agnc-20260720.htm
0001423689,AGNC,0001423689-26-000124,8-K,2026-07-20,2026-07-20,exhibit,EX-99.1,agnc8kexhibit99163026.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000124/agnc8kexhibit99163026.htm
0001423689,AGNC,0001423689-26-000121,8-K,2026-05-29,2026-05-28,primary,,agnc-20260528.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000121/agnc-20260528.htm
0001423689,AGNC,0001423689-26-000099,10-Q,2026-05-04,2026-03-31,primary,,agnc-20260331.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000099/agnc-20260331.htm
0001423689,AGNC,0001423689-26-000095,8-K,2026-04-20,2026-04-20,primary,,agnc-20260420.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000095/agnc-20260420.htm
0001423689,AGNC,0001423689-26-000095,8-K,2026-04-20,2026-04-20,exhibit,EX-99.1,agnc8kexhibit99133126.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000095/agnc8kexhibit99133126.htm
0001423689,AGNC,0001423689-26-000083,8-K,2026-04-17,2026-04-17,primary,,agnc-20260417.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000083/agnc-20260417.htm
0001423689,AGNC,0001423689-26-000024,8-K,2026-01-26,2026-01-26,primary,,agnc-20260126.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000024/agnc-20260126.htm
0001423689,AGNC,0001423689-26-000024,8-K,2026-01-26,2026-01-26,exhibit,EX-99.1,agnc8kexhibit991123125.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000024/agnc8kexhibit991123125.htm
0001423689,AGNC,0001423689-26-000007,8-K,2026-01-14,2026-01-14,primary,,agnc-20260114.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368926000007/agnc-20260114.htm
0001423689,AGNC,0001423689-25-000111,8-K,2025-12-15,2025-12-15,primary,,agnc-20251215.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000111/agnc-20251215.htm
0001423689,AGNC,0001423689-25-000106,10-Q,2025-10-31,2025-09-30,primary,,agnc-20250930.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000106/agnc-20250930.htm
0001423689,AGNC,0001423689-25-000101,8-K,2025-10-20,2025-10-20,primary,,agnc-20251020.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000101/agnc-20251020.htm
0001423689,AGNC,0001423689-25-000101,8-K,2025-10-20,2025-10-20,exhibit,EX-99.1,agnc8kexhibit99193025.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000101/agnc8kexhibit99193025.htm
0001423689,AGNC,0001423689-25-000097,8-K,2025-09-10,2025-09-10,primary,,agnc-20250910.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000097/agnc-20250910.htm
0001423689,AGNC,0001423689-25-000089,8-K,2025-09-05,2025-09-05,primary,,agnc-20250905.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000089/agnc-20250905.htm
0001423689,AGNC,0001423689-25-000073,10-Q,2025-08-01,2025-06-30,primary,,agnc-20250630.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000073/agnc-20250630.htm
0001423689,AGNC,0001423689-25-000061,8-K,2025-07-21,2025-07-21,primary,,agnc-20250721.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000061/agnc-20250721.htm
0001423689,AGNC,0001423689-25-000061,8-K,2025-07-21,2025-07-21,exhibit,EX-99.1,agnc8kexhibit99163025.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000061/agnc8kexhibit99163025.htm
0001423689,AGNC,0001423689-25-000056,10-Q,2025-05-02,2025-03-31,primary,,agnc-20250331.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000056/agnc-20250331.htm
0001423689,AGNC,0001423689-25-000053,8-K,2025-04-24,2025-04-24,primary,,agnc-20250424.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000053/agnc-20250424.htm
0001423689,AGNC,0001423689-25-000043,8-K,2025-04-21,2025-04-21,primary,,agnc-20250421.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000043/agnc-20250421.htm
0001423689,AGNC,0001423689-25-000043,8-K,2025-04-21,2025-04-21,exhibit,EX-99.1,agnc8kexhibit99133125.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000043/agnc8kexhibit99133125.htm
0001423689,AGNC,0001423689-25-000041,8-K,2025-04-18,2025-04-18,primary,,agnc-20250418.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000041/agnc-20250418.htm
0001423689,AGNC,0001423689-25-000037,8-K,2025-04-10,2025-04-10,primary,,agnc-20250410.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000037/agnc-20250410.htm
0001423689,AGNC,0001423689-25-000037,8-K,2025-04-10,2025-04-10,exhibit,EX-99.1,pressrelease41025.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000037/pressrelease41025.htm
0001423689,AGNC,0001423689-25-000035,8-K,2025-03-20,2025-03-20,primary,,agnc-20250320.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000035/agnc-20250320.htm
0001423689,AGNC,0001423689-25-000002,8-K,2025-01-27,2025-01-27,primary,,agnc-20250127.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000002/agnc-20250127.htm
0001423689,AGNC,0001423689-25-000002,8-K,2025-01-27,2025-01-27,exhibit,EX-99.1,agnc8kexhibit991123124.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000002/agnc8kexhibit991123124.htm
0001423689,AGNC,0001423689-24-000076,10-Q,2024-11-01,2024-09-30,primary,,agnc-20240930.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000076/agnc-20240930.htm
0001423689,AGNC,0001423689-24-000073,8-K,2024-10-28,2024-10-25,primary,,agnc-20241025.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000073/agnc-20241025.htm
0001423689,AGNC,0001423689-24-000060,8-K,2024-10-21,2024-10-21,primary,,agnc-20241021.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000060/agnc-20241021.htm
0001423689,AGNC,0001423689-24-000060,8-K,2024-10-21,2024-10-21,exhibit,EX-99.1,agnc8kexhibit99193024.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000060/agnc8kexhibit99193024.htm
0001423689,AGNC,0001423689-24-000058,10-Q,2024-08-05,2024-06-30,primary,,agnc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000058/agnc-20240630.htm
0001423689,AGNC,0001423689-24-000056,8-K,2024-07-22,2024-07-22,primary,,agnc-20240722.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000056/agnc-20240722.htm
0001423689,AGNC,0001423689-24-000056,8-K,2024-07-22,2024-07-22,exhibit,EX-99.1,agnc8kexhibit99163024.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000056/agnc8kexhibit99163024.htm
0001423689,AGNC,0001423689-24-000053,8-K,2024-07-19,2024-07-19,primary,,agnc-20240719.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000053/agnc-20240719.htm
0001423689,AGNC,0001423689-24-000049,8-K,2024-05-10,2024-05-09,primary,,agnc-20240509.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000049/agnc-20240509.htm
0001423689,AGNC,0001423689-24-000039,10-Q,2024-05-07,2024-03-31,primary,,agnc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000039/agnc-20240331.htm
0001423689,AGNC,0001423689-24-000034,8-K,2024-04-22,2024-04-22,primary,,agnc-20240422.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000034/agnc-20240422.htm
0001423689,AGNC,0001423689-24-000037,8-K,2024-04-22,2024-04-22,primary,,agnc-20240422.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000037/agnc-20240422.htm
0001423689,AGNC,0001423689-24-000037,8-K,2024-04-22,2024-04-22,exhibit,EX-99.1,agnc8kexhibit99133124.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000037/agnc8kexhibit99133124.htm
0001423689,AGNC,0001423689-24-000003,8-K,2024-01-22,2024-01-22,primary,,agnc-20240122.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000003/agnc-20240122.htm
0001423689,AGNC,0001423689-24-000003,8-K,2024-01-22,2024-01-22,exhibit,EX-99.1,agnc8kexhibit991123123.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000003/agnc8kexhibit991123123.htm
0000005272,AIG,0000005272-26-000088,8-K,2026-09-02,2026-09-01,primary,,aig-20260901.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000088/aig-20260901.htm
0000005272,AIG,0000005272-26-000088,8-K,2026-09-02,2026-09-01,exhibit,EX-99.1,a991-pz.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000088/a991-pz.htm
0000005272,AIG,0000005272-26-000076,10-Q,2026-08-07,2026-06-30,primary,,aig-20260630.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000076/aig-20260630.htm
0000005272,AIG,0000005272-26-000072,8-K,2026-08-06,2026-08-06,primary,,aig-20260806.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000072/aig-20260806.htm
0000005272,AIG,0000005272-26-000072,8-K,2026-08-06,2026-08-06,exhibit,EX-99.1,q22026earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000072/q22026earningsrelease.htm
0000005272,AIG,0000005272-26-000066,8-K,2026-05-14,2026-05-13,primary,,aig-20260513.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000066/aig-20260513.htm
0000005272,AIG,0000005272-26-000066,8-K,2026-05-14,2026-05-13,exhibit,EX-99.1,a991-stoddard.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000066/a991-stoddard.htm
0000005272,AIG,0000005272-26-000052,10-Q,2026-05-01,2026-03-31,primary,,aig-20260331.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000052/aig-20260331.htm
0000005272,AIG,0000005272-26-000048,8-K,2026-04-30,2026-04-30,primary,,aig-20260430.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000048/aig-20260430.htm
0000005272,AIG,0000005272-26-000048,8-K,2026-04-30,2026-04-30,exhibit,EX-99.1,q12026earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000048/q12026earningsrelease.htm
0000005272,AIG,0000005272-26-000042,8-K,2026-04-27,2026-04-27,primary,,aig-20260427.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000042/aig-20260427.htm
0000005272,AIG,0000005272-26-000042,8-K,2026-04-27,2026-04-27,exhibit,EX-99.1,a991-pzandeaprapril.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000042/a991-pzandeaprapril.htm
0000005272,AIG,0000005272-26-000032,8-K,2026-03-16,2026-03-10,primary,,aig-20260310.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000032/aig-20260310.htm
0000005272,AIG,0000005272-26-000014,8-K,2026-02-10,2026-02-10,primary,,aig-20260210.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000014/aig-20260210.htm
0000005272,AIG,0000005272-26-000014,8-K,2026-02-10,2026-02-10,exhibit,EX-99.1,q42025earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000014/q42025earningsrelease.htm
0000005272,AIG,0000005272-26-000006,8-K,2026-01-06,2026-01-06,primary,,aig-20260106.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000006/aig-20260106.htm
0000005272,AIG,0000005272-26-000006,8-K,2026-01-06,2026-01-06,exhibit,EX-99.1,a991-pzandeapr.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527226000006/a991-pzandeapr.htm
0000005272,AIG,0000005272-25-000172,8-K,2025-12-15,2025-12-10,primary,,aig-20251210.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000172/aig-20251210.htm
0000005272,AIG,0000005272-25-000169,8-K,2025-11-21,2025-11-21,primary,,aig-20251121.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000169/aig-20251121.htm
0000005272,AIG,0000005272-25-000166,8-K,2025-11-14,2025-11-14,primary,,aig-20251114.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000166/aig-20251114.htm
0000005272,AIG,0000005272-25-000160,10-Q,2025-11-05,2025-09-30,primary,,aig-20250930.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000160/aig-20250930.htm
0000005272,AIG,0000005272-25-000156,8-K,2025-11-04,2025-11-04,primary,,aig-20251104.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000156/aig-20251104.htm
0000005272,AIG,0000005272-25-000156,8-K,2025-11-04,2025-11-04,exhibit,EX-99.1,q32025earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000156/q32025earningsrelease.htm
0000005272,AIG,0000005272-25-000142,8-K,2025-10-03,2025-10-01,primary,,aig-20251001.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000142/aig-20251001.htm
0000005272,AIG,0000005272-25-000098,8-K,2025-08-18,2025-08-18,primary,,aig-20250818.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000098/aig-20250818.htm
0000005272,AIG,0000005272-25-000081,10-Q,2025-08-07,2025-06-30,primary,,aig-20250630.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000081/aig-20250630.htm
0000005272,AIG,0000005272-25-000077,8-K,2025-08-06,2025-08-06,primary,,aig-20250806.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000077/aig-20250806.htm
0000005272,AIG,0000005272-25-000077,8-K,2025-08-06,2025-08-06,exhibit,EX-99.1,q22025earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000077/q22025earningsrelease.htm
0000005272,AIG,0000005272-25-000068,8-K,2025-07-21,2025-07-16,primary,,aig-20250716.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000068/aig-20250716.htm
0000005272,AIG,0000005272-25-000068,8-K,2025-07-21,2025-07-16,exhibit,EX-99.1,a991-jnpr.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000068/a991-jnpr.htm
0000005272,AIG,0000005272-25-000063,8-K,2025-06-09,2025-06-06,primary,,aig-20250606.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000063/aig-20250606.htm
0000005272,AIG,0000005272-25-000063,8-K,2025-06-09,2025-06-06,exhibit,EX-99.1,a991-junepricing.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000063/a991-junepricing.htm
0000005272,AIG,0000005272-25-000063,8-K,2025-06-09,2025-06-06,exhibit,EX-99.2,a992-juneresults.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000063/a992-juneresults.htm
0000005272,AIG,0000005272-25-000060,8-K,2025-06-02,2025-06-02,primary,,aig-20250602.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000060/aig-20250602.htm
0000005272,AIG,0000005272-25-000060,8-K,2025-06-02,2025-06-02,exhibit,EX-99.1,a991juneto.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000060/a991juneto.htm
0000005272,AIG,0000005272-25-000057,8-K,2025-05-16,2025-05-14,primary,,aig-20250514.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000057/aig-20250514.htm
0000005272,AIG,0000005272-25-000053,8-K,2025-05-15,2025-05-15,primary,,aig-20250515.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000053/aig-20250515.htm
0000005272,AIG,0000005272-25-000053,8-K,2025-05-15,2025-05-15,exhibit,EX-99.1,a991-3900notesdue2026redem.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000053/a991-3900notesdue2026redem.htm
0000005272,AIG,0001104659-25-045555,8-K,2025-05-07,2025-05-07,primary,,tm2514272d1_8k.htm,https://www.sec.gov/Archives/edgar/data/5272/000110465925045555/tm2514272d1_8k.htm
0000005272,AIG,0000005272-25-000040,10-Q,2025-05-02,2025-03-31,primary,,aig-20250331.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000040/aig-20250331.htm
0000005272,AIG,0000005272-25-000036,8-K,2025-05-01,2025-05-01,primary,,aig-20250501.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000036/aig-20250501.htm
0000005272,AIG,0000005272-25-000036,8-K,2025-05-01,2025-05-01,exhibit,EX-99.1,q12025earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000036/q12025earningsrelease.htm
0000005272,AIG,0000005272-25-000017,8-K,2025-03-31,2025-03-31,primary,,aig-20250331.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000017/aig-20250331.htm
0000005272,AIG,0000005272-25-000017,8-K,2025-03-31,2025-03-31,exhibit,EX-99.1,aig_investorxdayx2025.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000017/aig_investorxdayx2025.htm
0000005272,AIG,0000005272-25-000014,8-K,2025-02-20,2025-02-19,primary,,aig-20250219.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000014/aig-20250219.htm
0000005272,AIG,0000005272-25-000014,8-K,2025-02-20,2025-02-19,exhibit,EX-99.1,a991-jpboardappointment.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000014/a991-jpboardappointment.htm
0000005272,AIG,0000005272-25-000004,8-K,2025-02-11,2025-02-11,primary,,aig-20250211.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000004/aig-20250211.htm
0000005272,AIG,0000005272-25-000004,8-K,2025-02-11,2025-02-11,exhibit,EX-99.1,q42024earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527225000004/q42024earningsrelease.htm
0000005272,AIG,0000005272-24-000140,8-K,2024-12-13,2024-12-13,primary,,aig-20241213.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000140/aig-20241213.htm
0000005272,AIG,0000005272-24-000140,8-K,2024-12-13,2024-12-13,exhibit,EX-99.1,a991-pricing.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000140/a991-pricing.htm
0000005272,AIG,0000005272-24-000140,8-K,2024-12-13,2024-12-13,exhibit,EX-99.2,a992-results.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000140/a992-results.htm
0000005272,AIG,0000005272-24-000138,8-K,2024-12-06,2024-12-06,primary,,aig-20241206.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000138/aig-20241206.htm
0000005272,AIG,0000005272-24-000138,8-K,2024-12-06,2024-12-06,exhibit,EX-99.1,a991decemberto.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000138/a991decemberto.htm
0000005272,AIG,0001104659-24-123741,8-K,2024-11-27,2024-11-27,primary,,tm2429645d1_8k.htm,https://www.sec.gov/Archives/edgar/data/5272/000110465924123741/tm2429645d1_8k.htm
0000005272,AIG,0000005272-24-000133,8-K,2024-11-08,2024-11-05,primary,,aig-20241105.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000133/aig-20241105.htm
0000005272,AIG,0000005272-24-000133,8-K,2024-11-08,2024-11-05,exhibit,EX-99.1,a991-clboardappointment.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000133/a991-clboardappointment.htm
0000005272,AIG,0000005272-24-000126,10-Q,2024-11-07,2024-09-30,primary,,aig-20240930.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000126/aig-20240930.htm
0000005272,AIG,0000005272-24-000121,8-K,2024-11-04,2024-11-04,primary,,aig-20241104.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000121/aig-20241104.htm
0000005272,AIG,0000005272-24-000121,8-K,2024-11-04,2024-11-04,exhibit,EX-99.1,q32024earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000121/q32024earningsrelease.htm
0000005272,AIG,0000005272-24-000116,8-K,2024-10-21,2024-10-21,primary,,aig-20241021.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000116/aig-20241021.htm
0000005272,AIG,0000005272-24-000116,8-K,2024-10-21,2024-10-21,exhibit,EX-99.1,a991-zerocouponformosa.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000116/a991-zerocouponformosa.htm
0000005272,AIG,0000005272-24-000105,8-K,2024-09-27,2024-09-27,primary,,aig-20240927.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000105/aig-20240927.htm
0000005272,AIG,0000005272-24-000101,8-K,2024-09-18,2024-09-18,primary,,aig-20240918.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000101/aig-20240918.htm
0000005272,AIG,0000005272-24-000101,8-K,2024-09-18,2024-09-18,exhibit,EX-99.1,a991-cfoupdate.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000101/a991-cfoupdate.htm
0000005272,AIG,0000005272-24-000095,8-K,2024-09-03,2024-09-03,primary,,aig-20240903.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000095/aig-20240903.htm
0000005272,AIG,0000005272-24-000095,8-K,2024-09-03,2024-09-03,exhibit,EX-99.1,a991-eurhybridnoteredempti.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000095/a991-eurhybridnoteredempti.htm
0000005272,AIG,0000005272-24-000079,10-Q,2024-08-01,2024-06-30,primary,,aig-20240630.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000079/aig-20240630.htm
0000005272,AIG,0000005272-24-000075,8-K,2024-07-31,2024-07-31,primary,,aig-20240731.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000075/aig-20240731.htm
0000005272,AIG,0000005272-24-000075,8-K,2024-07-31,2024-07-31,exhibit,EX-99.1,q22024earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000075/q22024earningsrelease.htm
0000005272,AIG,0000005272-24-000068,8-K,2024-06-25,2024-06-24,primary,,aig-20240624.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000068/aig-20240624.htm
0000005272,AIG,0000005272-24-000068,8-K,2024-06-25,2024-06-24,exhibit,EX-99.1,aigfinsupprecastcrbgdisc.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000068/aigfinsupprecastcrbgdisc.htm
0000005272,AIG,0000005272-24-000063,8-K,2024-06-13,2024-06-09,primary,,aig-20240609.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000063/aig-20240609.htm
0000005272,AIG,0000005272-24-000063,8-K,2024-06-13,2024-06-09,exhibit,EX-99.1,exhibit991.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000063/exhibit991.htm
0000005272,AIG,0000005272-24-000058,8-K,2024-06-10,2024-06-09,primary,,aig-20240609.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000058/aig-20240609.htm
0000005272,AIG,0000005272-24-000058,8-K,2024-06-10,2024-06-09,exhibit,EX-99.1,a991-june10.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000058/a991-june10.htm
0000005272,AIG,0000005272-24-000055,8-K,2024-05-17,2024-05-15,primary,,aig-20240515.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000055/aig-20240515.htm
0000005272,AIG,0001104659-24-062171,8-K,2024-05-16,2024-05-16,primary,,tm2414457d1_8k.htm,https://www.sec.gov/Archives/edgar/data/5272/000110465924062171/tm2414457d1_8k.htm
0000005272,AIG,0001104659-24-062171,8-K,2024-05-16,2024-05-16,exhibit,EX-99.1,tm2414457d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/5272/000110465924062171/tm2414457d1_ex99-1.htm
